timestamp,num_clients,seed,num_rounds,status,final_accuracy,final_loss,error
2025-11-20T17:26:21.666381,4,0,10,ok,0.0999,,
2025-11-20T17:26:58.153794,4,1,10,ok,0.1595,,
2025-11-20T17:27:35.071988,4,2,10,ok,0.0896,,
2025-11-20T17:28:11.111668,4,3,10,ok,0.1,,
2025-11-20T17:28:47.730615,4,4,10,ok,0.1,,
