num_clients,seed,round,accuracy,loss
4,0,0,0.0999,
4,0,10,0.0999,
4,1,0,0.1595,
4,1,10,0.1595,
4,2,0,0.0896,
4,2,10,0.0896,
4,3,0,0.1,
4,3,10,0.1,
4,4,0,0.1,
4,4,10,0.1,
