timestamp,num_clients,seed,num_rounds,status,final_accuracy,final_loss,error
2025-11-20T17:04:36.400854,4,0,10,ok,,,
2025-11-20T17:05:12.113548,4,1,10,ok,,,
2025-11-20T17:05:48.968438,4,2,10,ok,,,
2025-11-20T17:06:25.551262,4,3,10,ok,,,
2025-11-20T17:07:01.998774,4,4,10,ok,,,
