timestamp,num_clients,num_rounds,status,final_accuracy,final_loss,error
2025-10-15T19:27:13.240625,2,10,ok,0.8604,0.37603955051769467,
2025-10-15T19:29:12.417229,5,10,ok,0.8517,0.3967294566833173,
2025-10-15T19:31:11.315761,10,10,ok,0.8592,0.38997870500381,
2025-10-15T19:33:19.533622,20,10,ok,0.8566,0.38428025626050777,
