num_clients,seed,round,accuracy,loss
10,1,5,0.8286,0.46402556841937115
10,1,6,0.8413,0.4351967728366486
10,1,7,0.8463,0.4219083981677747
10,1,8,0.8538,0.40822047018966734
10,1,9,0.8594,0.3898695526888576
10,1,10,0.8575,0.3878679243615641
10,2,0,0.1254,2.303305619060041
10,2,1,0.1,2.2533093245265583
10,2,2,0.669,0.8404206073703095
10,2,3,0.7879,0.5280812397932473
10,2,4,0.8322,0.4633558599141459
10,2,5,0.8461,0.4267424307882595
10,2,6,0.8521,0.4080953078624159
10,2,7,0.8554,0.3947294216376905
10,2,8,0.8588,0.38357606915810616
10,2,9,0.8624,0.3810522636999718
10,2,10,0.8637,0.3762116345068136
10,3,0,0.0755,2.302876339933743
10,3,1,0.1835,2.2276131375529133
10,3,2,0.7144,0.8078718128295752
10,3,3,0.7872,0.5335395575617068
10,3,4,0.8263,0.48154925438352286
10,3,5,0.8342,0.45375223986256996
10,3,6,0.8424,0.4241032189073654
10,3,7,0.8482,0.4087776398173156
10,3,8,0.8506,0.4007532501611085
10,3,9,0.8548,0.39910148127010453
10,3,10,0.8568,0.39193296806214334
10,4,0,0.0956,2.3050768017388
10,4,1,0.312,2.1326688173860786
10,4,2,0.709,0.7205904723165896
10,4,3,0.8101,0.5081749998818571
10,4,4,0.8296,0.4577007815003776
10,4,5,0.845,0.42298795337589407
10,4,6,0.8528,0.41174694843376025
10,4,7,0.8558,0.3952762527635303
10,4,8,0.8577,0.38626423501930296
10,4,9,0.8628,0.376722413725175
10,4,10,0.8603,0.380773394204938
20,0,0,0.061,2.303725928925097
20,0,1,0.2316,2.2059633038676205
20,0,2,0.6724,0.8653668698411399
20,0,3,0.7976,0.5290086222723269
20,0,4,0.8352,0.4501197028179138
20,0,5,0.8462,0.4191783958444961
20,0,6,0.8479,0.4036553474708487
20,0,7,0.8522,0.39374169416892263
20,0,8,0.8582,0.3776111638250823
20,0,9,0.8592,0.3804648646388572
20,0,10,0.8618,0.3737757331170975
20,1,0,0.1,2.3074850990368536
20,1,1,0.2164,2.19465161436282
20,1,2,0.7061,0.8029131272349495
20,1,3,0.7886,0.5244120160421244
20,1,4,0.8323,0.4613730000516477
20,1,5,0.8437,0.4339931076422286
20,1,6,0.8487,0.4098985145410029
20,1,7,0.8526,0.3992332740427968
20,1,8,0.8552,0.3991630733394013
20,1,9,0.8596,0.3913166381109256
20,1,10,0.8589,0.38350802557632185
20,2,0,0.0929,2.3051276069860487
20,2,1,0.2558,2.173995642616345
20,2,2,0.6821,0.8045757126313048
20,2,3,0.7834,0.5476426190366379
20,2,4,0.8092,0.5032937260100636
20,2,5,0.8311,0.455467512194341
20,2,6,0.8414,0.4331629821382011
20,2,7,0.8467,0.41408536338006346
20,2,8,0.8478,0.4052393558783272
20,2,9,0.854,0.3916480395550164
20,2,10,0.8582,0.3903067197662573
20,3,0,0.1,2.304540106282828
20,3,1,0.1142,2.272701162118881
20,3,2,0.6752,0.8621823709612837
20,3,3,0.7831,0.5512281607705564
20,3,4,0.8349,0.46647164001822855
20,3,5,0.8432,0.43843135152000207
20,3,6,0.8498,0.4140267157897401
20,3,7,0.8552,0.4009030353242216
20,3,8,0.8566,0.39229999827786377
20,3,9,0.8598,0.38132143575257765
20,3,10,0.8629,0.37854886157348894
20,4,0,0.0987,2.3029201122137684
20,4,1,0.1528,2.1761648616851708
20,4,2,0.6925,0.7873956508720263
20,4,3,0.7881,0.5425304184896877
20,4,4,0.8214,0.4757831840279003
20,4,5,0.8355,0.4515796446571716
20,4,6,0.843,0.4273335905596852
20,4,7,0.8485,0.41255328373406264
20,4,8,0.8474,0.41576246255502913
20,4,9,0.8506,0.39863318076339394
20,4,10,0.8552,0.393261313914491
