timestamp,num_clients,seed,num_rounds,status,final_accuracy,final_loss,error
2025-10-23T21:17:19.503381,2,0,10,ok,0.85,0.4080877601148221,
2025-10-23T21:19:37.963308,2,1,10,ok,0.863,0.3725258547562761,
2025-10-23T21:21:54.524191,2,2,10,ok,0.8621,0.3700724998697305,
2025-10-23T21:24:12.754963,2,3,10,ok,0.8706,0.35810389688696725,
2025-10-23T21:26:26.452496,2,4,10,ok,0.8507,0.40380352173750395,
2025-10-23T21:28:41.608568,5,0,10,ok,0.8486,0.41263257902555955,
2025-10-23T21:30:53.434759,5,1,10,ok,0.8592,0.38445951758672636,
2025-10-23T21:33:03.513108,5,2,10,ok,0.863,0.37120944456741833,
2025-10-23T21:35:16.468523,5,3,10,ok,0.8584,0.3750382163368475,
2025-10-23T21:37:30.665389,5,4,10,ok,0.8618,0.3754248859735724,
2025-10-23T21:39:40.233045,10,0,10,ok,0.8612,0.37992665266838316,
2025-10-23T21:41:51.346398,10,1,10,ok,0.8575,0.3878679243615641,
2025-10-23T21:44:01.084133,10,2,10,ok,0.8637,0.3762116345068136,
2025-10-23T21:46:17.293505,10,3,10,ok,0.8568,0.39193296806214334,
2025-10-23T21:48:25.512696,10,4,10,ok,0.8603,0.380773394204938,
2025-10-23T21:50:33.418416,20,0,10,ok,0.8618,0.3737757331170975,
2025-10-23T21:52:45.039520,20,1,10,ok,0.8589,0.38350802557632185,
2025-10-23T21:54:54.785452,20,2,10,ok,0.8582,0.3903067197662573,
2025-10-23T21:57:07.592787,20,3,10,ok,0.8629,0.37854886157348894,
2025-10-23T21:59:24.289585,20,4,10,ok,0.8552,0.393261313914491,
